0	0
0	0
2	0
305	0
305	627
307	627
307	627
309	627
309	627
311	627
315	627
319	627
426	627
426	629
428	629
432	629
436	629
440	629
444	629
490	629
490	633
492	633
496	633
500	633
507	633
511	633
515	633
519	633
523	633
531	633
531	638
533	638
537	638
554	638
558	638
562	638
566	638
570	638
531	638
531	643
533	643
537	643
554	643
558	643
562	643
566	643
570	643
531	643
531	648
533	648
537	648
554	648
558	648
562	648
566	648
570	648
531	648
531	653
533	653
537	653
554	653
558	653
562	653
566	653
570	653
531	653
531	658
533	658
537	658
554	658
558	658
562	658
566	658
570	658
531	658
531	663
533	663
537	663
554	663
558	663
562	663
566	663
570	663
531	663
531	668
533	668
537	668
554	668
558	668
562	668
566	668
570	668
531	668
531	673
533	673
537	673
554	673
558	673
562	673
566	673
570	673
531	673
531	678
533	678
537	678
554	678
558	678
562	678
566	678
570	678
531	678
531	683
533	683
537	683
554	683
558	683
562	683
566	683
570	683
531	683
531	688
533	688
537	688
554	688
558	688
562	688
566	688
570	688
531	688
531	693
533	693
537	693
554	693
558	693
562	693
566	693
570	693
531	693
531	698
533	698
537	698
554	698
558	698
562	698
566	698
570	698
531	698
531	703
533	703
537	703
554	703
558	703
562	703
566	703
570	703
531	703
531	708
533	708
537	708
554	708
558	708
562	708
566	708
570	708
531	708
531	713
533	713
537	713
554	713
558	713
562	713
566	713
570	713
531	713
531	718
533	718
537	718
554	718
558	718
562	718
566	718
570	718
531	718
531	723
533	723
537	723
554	723
558	723
562	723
566	723
570	723
531	723
531	728
533	728
537	728
554	728
558	728
562	728
566	728
570	728
531	728
531	733
533	733
537	733
554	733
558	733
562	733
566	733
570	733
531	733
531	738
533	738
537	738
554	738
558	738
562	738
566	738
570	738
531	738
531	743
533	743
537	743
554	743
558	743
562	743
566	743
570	743
531	743
531	748
533	748
537	748
554	748
558	748
562	748
566	748
570	748
531	748
531	753
533	753
537	753
554	753
558	753
562	753
566	753
570	753
531	753
531	758
533	758
537	758
554	758
558	758
562	758
566	758
570	758
531	758
531	763
533	763
537	763
554	763
558	763
562	763
566	763
570	763
531	763
531	768
533	768
537	768
554	768
558	768
562	768
566	768
570	768
531	768
531	773
533	773
537	773
554	773
558	773
562	773
566	773
570	773
531	773
531	778
533	778
537	778
554	778
558	778
562	778
566	778
570	778
531	778
531	783
533	783
537	783
554	783
558	783
562	783
566	783
570	783
531	783
531	788
533	788
537	788
554	788
558	788
562	788
566	788
570	788
531	788
531	793
533	793
537	793
554	793
558	793
562	793
566	793
570	793
531	793
531	798
533	798
537	798
554	798
558	798
562	798
566	798
570	798
531	798
531	803
533	803
537	803
554	803
558	803
562	803
566	803
570	803
531	803
531	808
533	808
537	808
